"RT..NO.","BCR","State","RT..NAME","RT..LENG.","NLCD.0","NLCD.11","NLCD.12","NLCD.21","NLCD.22","NLCD.23","NLCD.24","NLCD.31","NLCD.41","NLCD.42","NLCD.43","NLCD.52","NLCD.71","NLCD.81","NLCD.82","NLCD.90","NLCD.95","SUM","km"
7010,26,"Arkansas","SOUTH BEND",41681.7,0,8618,0,3633,42,0,0,287,58,14,162,219,149,639,47360,32203,648,94032,1
7011,25,"Arkansas","CROWS",37526.9,0,340,0,5580,2357,755,69,198,23521,15619,11799,3850,3746,12905,7,1349,38,82133,1
7012,25,"Arkansas","POYEN",41015.1,0,344,0,2729,3548,297,40,18,4983,34466,465,9845,71,14616,323,16226,5,87976,1
7013,25,"Arkansas","HOLLYWOOD",39207.4,0,272,0,2870,768,13,0,59,11420,46024,9251,5556,4172,5731,4,1490,0,87630,1
7014,25,"Arkansas","BLAKELY",39843.5,0,47,0,5450,1674,512,206,590,26072,21600,12451,3903,2499,8261,72,172,0,83509,1
7015,25,"Arkansas","WALDRON",37069.2,0,0,0,2106,0,0,0,0,38270,26386,14548,586,1878,31,0,0,0,83805,1
7016,26,"Arkansas","HARRISBURG",39423.6,0,2943,0,7169,977,302,41,6,11970,129,454,0,0,4366,54202,3921,15,86495,1
7017,26,"Arkansas","WHITTON",44498,0,748,0,4532,594,114,36,0,126,0,0,0,795,147,83594,5912,88,96686,1
7018,26,"Arkansas","AUGUSTA",40170.6,0,168,0,4718,239,13,0,37,889,1491,113,0,0,280,75982,5860,63,89853,1
7019,26,"Arkansas","SAFFELL",38908.6,0,349,0,4818,1094,112,50,190,15335,1876,11353,0,1342,47089,2860,809,0,87277,1
7020,24,"Arkansas","RUPERT",40829.7,0,282,0,2964,48,0,0,21,44721,23683,3258,1551,3469,8320,25,588,0,88930,1
7021,25,"Arkansas","STARK",38270.9,0,2602,0,4117,1330,121,46,206,24764,12327,15327,993,2706,17729,126,251,0,82645,1
7022,25,"Arkansas","COAL HILL",39647.7,0,1012,0,7386,5235,1417,488,126,9884,14190,3612,590,772,41672,276,1422,375,88457,1
7023,24,"Arkansas","LURTON",36665.8,0,16,0,3225,221,27,0,0,57491,5731,1151,49,1621,7906,0,174,0,77612,1
7024,25,"Arkansas","MASSARD",39045,0,1733,0,14703,21308,8407,3939,52,15242,2174,1810,55,625,17236,41,377,7,87709,1
7025,26,"Arkansas","MAYNARD",39688.7,0,564,0,4809,499,87,0,5,12279,542,4409,0,1034,13150,47447,3160,29,88014,1
7026,24,"Arkansas","ZION",40871,0,27,0,3447,730,64,8,49,34309,3629,11706,0,3190,29599,27,0,0,86785,1
7027,24,"Arkansas","FULTON",37256.9,0,12,0,3008,502,14,0,46,36398,4539,9272,22,3243,24141,26,131,0,81354,1
7028,24,"Arkansas","COMPTON",38910.9,0,65,0,3801,411,0,0,23,66151,1228,307,5,1878,13506,0,485,0,87860,1
7029,24,"Arkansas","AVOCA",42763.4,0,66,0,13345,9745,3855,1192,814,20569,204,145,32,982,44191,54,88,0,95282,1
7030,24,"Arkansas","CENTERTON",43601.7,0,263,0,5054,461,30,71,94,20874,119,86,16,1230,60249,30,409,0,88986,1
7031,24,"Arkansas","FARWELL",43578.6,0,0,0,3614,292,30,0,264,20070,912,457,42,1736,60532,0,242,0,88191,1
7032,24,"Arkansas","YELLVILLE",43535.8,0,35,0,3448,387,28,5,7,41657,4891,1987,230,3825,36759,35,185,0,93479,1
7033,24,"Arkansas","RAVENDEN SPRINGS",43222.2,0,421,0,4243,460,24,8,45,45345,1952,8706,51,2598,26696,2874,772,0,94195,1
7034,26,"Arkansas","LAFE",43599.6,0,863,0,3376,123,0,0,11,804,25,5,0,0,495,86339,3849,32,95922,1
7035,26,"Arkansas","DELL",43465.5,0,272,0,4226,566,116,33,0,5,0,0,0,0,0,91107,432,0,96757,1
7036,26,"Arkansas","HICKORY RIDGE",43404.9,0,136,0,3475,74,17,8,5,954,31,198,0,0,0,82533,7704,20,95155,1
7037,24,"Arkansas","RUSSELL",44362.3,0,195,0,4315,1095,164,0,147,30747,2806,15138,54,3047,31866,2517,269,0,92360,1
7038,24,"Arkansas","MARSHALL",43517.2,0,104,0,3060,524,0,0,31,60582,3822,4594,0,3250,15707,84,325,0,92083,1
7039,25,"Arkansas","HAVANA",43529.3,0,170,0,3249,642,0,0,73,17484,19895,10865,1726,4119,32681,1796,214,0,92914,1
7040,25,"Arkansas","HATFIELD",43633,0,14,0,3667,493,32,0,36,25362,30052,9380,3363,3373,4948,0,0,0,80720,1
7041,25,"Arkansas","SIMS",43007.8,0,5,0,3721,138,0,0,0,39395,23325,15618,1827,1342,5649,0,65,0,91085,1
7042,26,"Arkansas","ENGLAND",43523.8,0,4430,0,5040,184,268,36,21,2685,1465,1698,293,43,9901,60068,10170,7,96309,1
7043,26,"Arkansas","GILLETT",43585.5,0,5205,0,4456,123,48,6,10,177,108,459,0,30,9,68308,16348,599,95886,1
7045,25,"Arkansas","LOCKESBURG",41156.8,0,1351,0,4618,1068,76,11,0,31712,15343,2071,1135,2921,29608,0,381,26,90321,1
7046,25,"Arkansas","SPRINGHILL",43194,0,338,0,2452,2993,369,60,0,15421,44545,5006,9165,230,10699,0,6191,67,97536,1
7047,25,"Arkansas","STEPHENS",43711.9,0,380,0,2600,1808,24,0,0,6344,48930,9823,9979,292,3403,0,8193,19,91795,1
7048,26,"Arkansas","KELSO",43563.7,0,382,0,4398,164,20,8,0,6,551,95,54,102,0,81500,6069,149,93498,1
7049,24,"Arkansas","RUDY",43621,0,62,0,3457,555,51,0,329,57086,7182,2563,5,2613,15736,21,30,0,89690,1
7102,26,"Arkansas","EUDORA 2",42081.9,0,3758,0,4871,23,0,0,0,111,9763,2139,775,40,1472,56553,14729,236,94470,1
7103,25,"Arkansas","PRINCETON",39619.4,0,55,0,1047,2839,38,0,20,3732,55937,1290,11477,15,2706,0,7974,17,87147,1
7109,26,"Arkansas","ULM",43866.6,0,4503,0,4941,252,7,7,0,760,127,1084,0,0,72,80027,5543,261,97584,1
7111,25,"Arkansas","NANCE",39547.4,0,274,0,3671,616,106,0,168,26651,23108,15691,1147,4024,9036,0,764,0,85256,1
7112,25,"Arkansas","POYEN 2",40812.2,0,354,0,2912,3522,273,40,18,5383,33503,543,9254,51,15152,323,16981,5,88314,1
7114,25,"Arkansas","DRY FORK",39883.7,0,0,0,4119,350,0,13,142,30767,34978,9830,5516,790,0,0,194,0,86699,1
7117,26,"Arkansas","WILSON",39290.3,0,349,0,4809,775,234,48,0,53,0,0,0,227,79,77699,2999,16,87288,1
7118,26,"Arkansas","AUGUSTA 2",42907.8,0,168,0,4994,365,13,0,91,818,1306,130,0,0,282,79583,6478,61,94289,1
7900,24,"Arkansas","OZARK NF",41434.8,0,103,0,2706,51,0,0,0,45994,24967,4192,501,534,3835,0,208,38,83129,1
7901,25,"Arkansas","MAGAZINE MTN",41753.5,0,321,0,3040,95,0,0,0,28342,44783,11035,288,446,192,0,11,0,88553,1
7902,24,"Arkansas","BOSTON MTN.",39381.9,0,177,0,2451,162,39,0,0,54277,13715,2339,10,898,1965,0,50,0,76083,1
7903,25,"Arkansas","FOUR LAKES",42423.4,0,520,0,2476,1564,133,0,0,2576,59346,1198,13083,1756,495,0,8371,7,91525,1
14001,5,"California","HORSE CREEK",44440.6,0,1305,0,7954,128,0,0,254,844,54677,3945,24699,1583,133,0,320,0,95842,1
14002,5,"California","CARRVILLE",39544.9,0,0,0,2156,927,194,43,488,690,63764,984,7202,2354,0,0,18,0,78820,1
14003,9,"California","NUBIEBER",42789.3,0,1038,0,3357,515,37,0,157,228,16722,0,13402,8521,12510,32083,0,54,88624,1
14004,5,"California","CRESCENT CTY",43165.3,0,10219,0,10173,3125,1191,230,1018,4072,12666,9887,1693,13191,12332,5514,5711,1861,92883,1
14005,5,"California","HONEYDEW",42734.1,0,11670,0,3944,673,190,15,2259,3543,18686,6634,15316,28662,0,0,311,22,91925,1
14006,5,"California","HOLMES",44272.3,0,1873,0,5082,366,121,37,2925,2456,60071,2908,7127,8511,6,97,256,135,91971,1
14007,32,"California","RED BLUFF",40346.3,0,668,0,6156,1299,843,222,800,3060,626,207,10616,45374,12696,3429,3165,0,89161,1
14008,15,"California","LASSEN PARK",46033.5,0,462,0,3351,190,0,0,23,0,80512,0,11849,43,0,0,0,57,96487,1
14009,15,"California","EAGLE LAKE",40207.5,0,6801,0,1204,5,0,0,23,0,45916,0,29466,2070,0,0,0,571,86056,1
14010,32,"California","CALPELLA",49607.6,0,13,0,10523,5935,2934,418,35,2510,42934,6472,12578,9017,0,3915,114,0,97398,1
14011,5,"California","HULLVILLE",39667.1,0,1130,0,4555,83,0,0,1140,1771,32081,5218,26296,2623,0,0,189,1088,76174,1
14012,32,"California","PENNINGTON",41563.1,0,1233,0,3992,1040,620,85,64,0,0,0,5,12468,1494,59365,1046,8366,89778,1
14013,15,"California","WESTVILLE",40814.6,0,133,0,2004,32,0,0,0,2615,65567,2544,9464,137,0,0,0,0,82496,1
14014,5,"California","FISH ROCK",43278,0,7389,0,10191,2070,192,0,282,615,53607,1298,6365,6238,0,0,120,573,88940,1
14015,32,"California","RUMSEY",42769.1,0,604,0,3225,123,14,0,340,120,1912,3057,52713,13909,0,1150,11,0,77178,1
14016,32,"California","RIOVISTA",41063.8,0,1659,0,3365,113,155,105,928,0,0,0,0,56561,22570,3496,15,249,89216,1
14017,15,"California","COTTAGE SPGS",42243.2,0,209,0,7846,3442,223,44,0,1729,51830,1141,20437,3322,0,0,0,1109,91332,1
14018,15,"California","DARDANELLE",46406.3,0,30,0,3912,1189,80,0,4349,118,30096,0,53145,2212,0,0,0,1408,96539,1
14019,32,"California","COLMA",41085.2,0,5390,0,23569,14795,16750,1891,0,0,5442,11855,4110,6459,0,285,372,310,91228,1
14020,32,"California","COLLEGEVILLE",43074.7,0,1408,0,7366,6154,9059,3450,0,0,0,0,368,1759,5604,57543,43,944,93698,1
14021,32,"California","HUGHSON",44978.3,0,2202,0,5943,2266,1622,229,2364,44,6,0,116,28005,5512,46604,4021,787,99721,1
14022,15,"California","BASS LAKE",50512.8,0,4969,0,5091,947,94,6,0,1506,58086,0,19723,10207,0,0,0,19,100648,1
14023,9,"California","BIG PINE",43835.8,0,0,0,3163,29,0,0,360,0,3474,0,88337,1005,132,122,32,25,96679,1
14024,32,"California","CARUTHERS",43888.5,0,0,0,4774,1820,715,68,27,0,0,0,0,480,8548,80412,0,0,96844,1
14025,32,"California","TRES PINOS",40474.3,0,203,0,10127,3682,1226,22,30,0,33,1663,4059,47090,2446,14606,636,552,86375,1
14026,32,"California","OILFIELDS",40097.2,0,193,0,5713,3489,1932,203,786,0,0,0,33,15412,133,62251,5,0,90150,1
14027,32,"California","GRAVESBORO",44386,0,225,0,8312,9936,14523,4925,989,0,0,0,159,6388,6377,45047,2115,0,98996,1
14028,32,"California","YOKOHL VAL",47862.9,0,26,0,1729,0,0,0,0,5159,19329,134,24230,42085,0,0,0,8,92700,1
14029,33,"California","UBEHEBE",43720.8,0,0,0,100,229,0,0,1322,0,0,0,96043,0,0,0,0,0,97694,1
14030,33,"California","HAIWEE RES",44137.9,0,476,0,1391,1882,162,0,21779,0,27,0,69905,726,1141,648,1098,52,99287,1
14031,33,"California","WILDROSE",46166.3,0,0,0,1834,501,0,0,74,0,18,0,97805,5,0,0,0,0,100237,1
14032,32,"California","PARKFIELD",42025.7,0,0,0,7887,821,368,29,4259,0,0,1153,8218,55380,1777,11093,66,19,91070,1
14033,32,"California","BAKERSFIELD",41574.5,0,77,0,4941,3107,728,28,5413,0,0,0,17,2461,2071,74340,23,22,93228,1
14034,33,"California","ONYX",41489.5,0,391,0,3579,933,6,0,43,208,1244,0,43512,35124,3137,1670,107,2359,92313,1
14035,33,"California","CALIF CITY",43865.2,0,15,0,8914,2710,147,0,6316,0,0,0,79774,728,0,0,0,0,98604,1
14036,33,"California","GOLDSTONE",43774.7,0,0,0,311,12,0,0,569,0,0,0,97080,69,0,0,0,0,98041,1
14037,33,"California","VALLEY WELLS",45017.6,0,0,0,296,430,8,0,1397,0,0,0,94628,0,0,0,0,0,96759,1
14038,32,"California","SANTA YNEZ",49324.2,0,640,0,11227,2513,190,0,34,1,13306,6087,20182,25421,6379,11437,357,565,98339,1
14039,32,"California","FOSTER PARK",52140.2,0,1859,0,13845,3185,500,16,345,5,10018,19790,39851,6157,2107,2279,630,249,100836,1
14040,33,"California","WILLOW SPGS",43697.4,0,0,0,4827,860,0,0,6239,0,0,0,79007,7579,0,0,0,0,98512,1
14041,33,"California","BARSTOW",41003.6,0,6,0,1880,2299,973,0,1661,0,0,17,86118,233,14,0,945,322,94468,1
14042,32,"California","MT PINOS",43281.2,0,0,0,4902,217,0,0,249,0,45342,454,32875,2520,54,0,0,0,86613,1
14043,33,"California","CADIZ",40696.1,0,0,0,1500,1209,60,0,38755,0,0,0,49410,0,0,9,0,0,90943,1
14044,33,"California","PARKER DAM",40083.1,0,5567,0,3991,4470,2139,298,185,292,0,22,70929,6,636,0,292,395,89222,1
14045,32,"California","HARBOR LAKE",42261.5,0,10015,0,24493,18656,6783,1819,42,0,778,1238,5212,3301,0,0,150,110,72597,1
14046,32,"California","MORENO",46406.2,0,217,0,23339,5041,4169,141,1998,0,0,5,9812,36796,3531,16232,11,26,101318,1
14047,32,"California","OAK GROVE",41829,0,6,0,6547,251,0,0,107,0,12,0,53992,26366,633,113,874,3,88904,1
14048,33,"California","GLAMIS",41088.7,0,0,0,57,69,0,0,24695,0,0,0,66420,5,21,39,282,64,91652,1
14049,33,"California","PALO VERDE",41172.9,0,1632,0,1549,6421,444,14,86,290,0,0,3921,83,42378,33279,142,816,91055,1
14050,32,"California","SAN YSIDRO",41533.6,5047,1184,0,8228,15787,35216,5928,159,11,153,58,4310,4665,205,3446,2251,969,87617,1
14051,33,"California","ANZA BORREGO",47068.5,0,0,0,5474,202,15,0,34656,0,85,13,18962,43019,0,0,1853,0,104279,1
14052,32,"California","HOLLISTER",41264.9,0,291,0,11801,2570,462,20,109,0,15,480,598,23556,10122,41546,178,233,91981,1
14053,32,"California","COALINGA",45218.7,0,510,0,4712,93,0,0,425,5,518,18698,57774,12134,0,0,141,297,95307,1
14054,32,"California","ORANGE COVE",45204.3,0,360,0,3096,954,317,28,96,338,6951,6,13752,55836,747,11588,17,0,94086,1
14055,32,"California","LAKE SUCCESS",40289.2,0,939,0,4050,1539,25,0,0,4324,22011,206,16518,30703,217,433,924,254,82143,1
14056,33,"California","DARWIN",51262.7,0,0,0,2253,470,0,0,5336,0,15,10,102384,0,0,0,22,0,110490,1
14057,32,"California","MORRO BAY",40313.7,0,7006,0,9293,5832,3052,199,162,0,3289,21886,20376,11864,1230,1593,178,579,86539,1
14058,33,"California","EUREKA VAL",42516.3,0,0,0,0,0,0,0,2893,0,0,0,91460,0,0,0,0,0,94353,1
14059,33,"California","INYOKERN",43561.7,0,0,0,3452,324,9,0,115,0,0,0,91251,41,0,124,0,50,95366,1
14060,33,"California","LENWOOD",42534,0,130,0,3475,3140,15,0,4953,0,0,0,80766,177,61,2363,22,0,95102,1
14061,33,"California","LANE MTN",43330.5,0,0,0,93,36,0,0,29001,0,0,0,66671,6,0,0,0,0,95807,1
14062,33,"California","IVANPAH",43092.6,0,0,0,2000,247,0,0,1367,0,0,0,91674,54,0,0,0,0,95342,1
14063,33,"California","TRONA",40424.4,0,85,0,1420,2271,781,53,28653,0,0,0,56623,44,0,0,0,0,89930,1
14064,33,"California","TECOPA",40324.9,0,0,0,1082,821,0,0,6394,35,19,35,80117,76,0,0,981,0,89560,1
14065,33,"California","SODA LAKE",44273.6,0,3617,0,1948,1602,213,0,29452,0,6,5,60425,24,0,0,19,0,97311,1
14066,32,"California","BIG BEAR",42658.5,0,2957,0,8255,2238,171,0,591,149,37567,290,35616,3228,25,0,169,0,91256,1
14067,33,"California","ESSEX",43499.2,0,0,0,1766,480,0,0,122,0,0,0,95410,52,0,0,0,0,97830,1
14068,33,"California","FLYNN",50984,0,0,0,3690,205,0,0,10028,0,0,0,100245,5,0,0,0,0,114173,1
14069,33,"California","IRON MTNS",46691.5,0,0,0,6552,100,6,0,56713,0,0,0,42431,0,0,0,0,0,105802,1
14070,33,"California","COACHELLA CN",40274.6,0,48,0,1326,2070,78,0,7928,0,27,11,72050,71,977,4348,373,501,89808,1
14071,32,"California","POINT REYES",44480.4,0,62,0,7690,939,250,10,12,2181,38734,7507,10769,22192,328,5,1163,322,92164,1
14072,32,"California","AUBURN",42051.7,0,1990,0,15048,11841,8074,1951,2579,8904,8660,295,1330,28919,801,1681,608,30,92711,1
14073,9,"California","INGALLS",41552,0,3758,0,3662,1652,420,24,858,0,1771,0,34110,30880,6436,5065,97,2040,90773,1
14074,5,"California","MARTINS FY",47203.3,0,472,0,3621,23,44,0,232,3326,68969,6494,13087,3798,0,37,8,5,100116,1
14075,5,"California","RIO DELL",44415.7,0,1239,0,4772,1453,663,14,702,3890,31384,6069,13480,26651,2449,241,354,237,93598,1
14076,9,"California","RAVENDALE",47939.4,0,47,0,756,1209,123,0,5,0,2198,25,89017,1888,7849,2379,39,104,105639,1
14077,5,"California","SHASTA LAKE",48331.1,0,3956,0,2399,0,0,0,22,1289,56096,2912,18977,1775,0,0,0,0,87426,1
14078,15,"California","JOHNSVILLE",42592.4,0,0,0,1857,276,0,0,68,70,54385,7,15290,401,45,0,0,308,72707,1
14079,32,"California","COHASSET",45656.3,0,5,0,3344,2497,178,0,760,4848,21593,214,13155,27426,635,25949,498,46,101148,1
14080,32,"California","ORLAND",43369.1,0,79,0,4491,1244,238,45,1054,0,0,0,0,7589,16101,64583,9,0,95433,1
14081,5,"California","NAVARRO",42052.9,0,1465,0,7034,721,186,0,32,1138,67636,2298,4001,3508,0,0,93,195,88307,1
14082,15,"California","WOODFORDS",48884.3,0,128,0,3645,1857,152,0,1568,40,40670,0,49471,2467,0,0,14,388,100400,1
14083,32,"California","FAIRFAX",44007.2,0,6688,0,8177,2032,604,31,332,6539,27622,5211,9511,8205,0,0,532,438,75922,1
14084,9,"California","BENTON",45260.4,0,391,0,2189,918,0,0,108,13,5043,0,88654,2444,580,0,108,21,100469,1
14085,33,"California","LUCERNE VAL",46266.8,0,0,0,3485,257,0,0,14584,83,0,0,84932,12,0,108,0,0,103461,1
14086,33,"California","HAVASU LAKE",47635.1,0,1608,0,998,708,327,6,12936,0,0,0,89106,0,0,17,145,31,105882,1
14088,33,"California","COTTONWOOD",51193.8,0,0,0,2607,881,8,0,906,0,0,0,109323,0,0,0,0,0,113725,1
14089,33,"California","NILAND",41293.2,0,8409,0,1905,3802,203,16,1551,25,23,22,15745,79,26263,32528,401,148,91120,1
14090,33,"California","BLYTHE",51657.6,0,0,0,2345,1672,101,0,10217,0,0,7,79685,0,11045,9413,0,0,114485,1
14091,32,"California","POWAY",40120.2,0,2611,0,15361,16788,20770,9713,170,0,307,182,14752,2243,0,34,547,1540,85018,1
14092,33,"California","ALAMO RIVER",43417.3,760,374,0,2054,5786,509,139,46,20,95,345,11057,26,33255,36246,809,35,91556,1
14093,33,"California","IMPERIAL DAM",41599.7,0,3331,0,3057,4998,469,0,1993,58,40,48,27426,139,8634,33514,6666,1260,91633,1
14094,33,"California","FT IRWIN",48419.7,0,0,0,1642,2521,1370,471,13220,19,0,0,90539,37,0,0,0,0,109819,1
14095,15,"California","LUMBERYARD",40728.9,0,0,0,723,340,5,0,0,5,60973,24,6472,45,0,0,0,29,68616,1
14096,9,"California","BODIE",45048.6,0,0,0,1941,5,0,0,0,166,13906,0,80244,1372,0,0,212,32,97878,1
14097,32,"California","ONO",49522.9,0,733,0,5746,1876,1309,150,1372,1045,843,10107,50358,32127,999,933,850,5,108453,1
14098,32,"California","FOLSOM",41456.3,0,1825,0,4959,1844,371,11,0,8298,20494,328,21287,24468,0,0,0,72,83957,1
14099,32,"California","S CATALINA",42238,0,10877,0,2613,451,11,6,349,0,199,368,50447,7599,58,0,78,6,73062,1
14103,32,"California","SAWMILL MTN",38346.4,0,125,0,3543,144,23,0,40,0,10109,17124,43026,2586,132,44,318,0,77214,1
14104,32,"California","TUJUNGA",43614.1,0,0,0,3485,123,7,0,137,6,15006,2110,60061,3370,0,0,94,0,84399,1
14105,32,"California","EL TORO",39227.5,0,188,0,18248,24388,21248,1883,22,0,253,357,13787,4233,0,0,359,0,84966,1
14106,32,"California","MESA GRANDE",41340.8,0,78,0,4835,141,0,0,94,67,3243,2928,41140,33175,41,0,155,578,86475,1
14107,32,"California","LAKE HEMET",42303.2,0,346,0,7344,335,75,0,70,0,37960,3098,20868,4412,0,0,14,15,74537,1
14108,32,"California","CARMEL VAL",43250.9,0,0,0,4370,27,0,0,33,0,24445,12026,30821,12624,0,80,87,0,84513,1
14109,33,"California","CIMA",41252.2,0,0,0,2139,295,0,0,0,14,1214,40,88768,840,0,0,0,0,93310,1
14110,15,"California","GREENHORN MT",50891.6,0,0,0,865,24,6,0,0,3185,40368,2179,41485,14189,0,0,0,0,102301,1
14111,32,"California","VALERMO",46259.3,0,0,0,3277,613,199,214,483,0,55988,1640,19962,1728,0,0,0,0,84104,1
14112,33,"California","PEARBLOSSOM",39977.6,0,236,0,6783,383,166,0,2277,0,0,0,69357,6446,0,1521,130,0,87299,1
14113,32,"California","FALLSVALE",40858.4,0,0,0,3563,389,13,0,1262,301,43056,1954,25252,691,0,0,31,0,76512,1
14114,32,"California","SISQUOC",46489.5,0,11,0,5131,92,0,0,301,8,10690,11118,27155,29743,4111,7863,449,1267,97939,1
14116,33,"California","LONE PINE",43147.4,0,1,0,2085,1351,399,12,2727,61,797,36,83459,2338,0,0,1141,412,94819,1
14117,32,"California","SILVER CITY",47812.8,0,184,0,642,186,45,0,0,5570,33881,551,34895,15730,0,0,83,0,91767,1
14118,32,"California","LOCKWOOD VAL",45808.9,0,44,0,5926,43,0,0,6316,0,8221,141,58084,14051,3957,1184,1825,27,99819,1
14119,32,"California","ELSINORE MTN",41366.1,0,0,0,5714,48,0,0,0,0,652,513,68482,5278,0,0,68,0,80755,1
14120,32,"California","CP PENDLETON",42657.4,0,112,0,6220,7315,4378,1268,368,0,638,547,40370,28383,89,298,3459,755,94200,1
14121,32,"California","MT LAGUNA",38418.5,0,18,0,4066,597,5,0,20,0,18785,4415,41519,4677,0,17,108,162,74389,1
14122,32,"California","CUYAMACA PK",47963.2,0,42,0,7072,422,12,10,5,0,953,1336,81850,7907,0,296,123,246,100274,1
14123,32,"California","ADELAIDA",43119.7,0,793,0,5955,244,35,0,780,29,1241,15977,23168,37149,2370,3559,817,820,92937,1
14124,33,"California","DEATH VALLEY",51317.8,0,0,0,996,2436,115,0,11478,12,0,0,99124,337,0,0,171,0,114669,1
14125,32,"California","MARICOPA",42957.9,0,109,0,14073,1144,427,45,14803,0,0,0,2402,60873,377,2898,5,0,97156,1
14126,32,"California","ANZA",43370,0,218,0,7161,1109,62,0,680,22,2646,41,60990,16956,4716,1454,227,830,97112,1
14127,32,"California","SANGER",46463.6,0,269,0,2415,197,101,18,293,1220,11060,24,9048,52068,3949,20273,259,44,101238,1
14128,32,"California","KELSO VALLEY",58612.3,0,0,0,0,0,0,0,0,16,43055,132,61215,14085,30,321,109,131,119094,1
14129,32,"California","MT BALDY",40658.9,0,0,0,3640,386,0,0,69,35,6189,2489,55068,1117,0,0,25,8,69026,1
14130,32,"California","GREEN VALLEY",40850,0,39,0,3303,1802,333,0,61,113,17532,2035,33517,15045,24,18,0,0,73822,1
14131,33,"California","JOSHUA TREE",45768.3,0,0,0,8272,1993,111,0,50,7,20,0,86775,3176,0,0,0,0,100404,1
14132,15,"California","KINGS CANYON",39970.2,0,41,0,4019,213,0,0,695,55,38133,107,35026,2074,0,9,0,16,80388,1
14133,32,"California","ELIZABETH LK",41364.3,0,1743,0,8318,2340,1700,24,221,0,685,7453,50722,12393,612,47,521,50,86829,1
14134,32,"California","VENTUCOPA",40863.7,0,10,0,5151,16,0,0,5089,0,510,542,37575,26037,1813,10094,217,5,87059,1
14135,32,"California","SANTA CRUZ I",37022,0,5404,0,1313,27,24,0,484,0,763,1407,51503,12743,0,0,45,11,73724,1
14136,32,"California","LAKE CACHUMA",46243,0,285,0,2924,48,0,0,142,0,21539,18427,31975,4163,1164,149,381,1279,82476,1
14137,32,"California","JACUMBA",40419.1,5110,0,0,7902,257,5,0,167,0,2,6,46625,27399,0,0,1754,140,89367,1
14138,32,"California","CRESTON",43490.8,0,11,0,5827,73,0,0,4658,0,1950,5141,23965,47614,2719,2369,297,472,95096,1
14139,33,"California","GREENWATER V",42415.6,0,0,0,362,662,5,0,528,0,0,0,93555,44,0,0,0,0,95156,1
14140,32,"California","CARRIZO PLN",40899.4,0,1579,0,8094,0,0,0,3995,0,0,7,3325,72723,0,0,5,221,89949,1
14141,15,"California","WHITE RIVER",40516,0,5,0,253,0,0,0,0,7459,15303,691,17453,36373,0,0,29,65,77631,1
14142,32,"California","MT PINOS 2",40098.8,0,0,0,4810,198,0,0,228,0,39705,456,31935,2397,54,0,0,0,79783,1
14145,32,"California","SHAFTER",42733.6,0,1034,0,5393,2527,676,41,92,0,0,0,7240,15841,7782,54081,92,0,94799,1
14147,32,"California","ARVIN",43870.1,0,135,0,4264,1476,443,19,377,0,0,0,0,519,10410,80445,0,0,98088,1
14148,32,"California","GLENN",44102.1,0,895,0,3245,1766,442,74,318,150,0,0,5,399,286,74790,1853,10797,95020,1
14149,32,"California","ATWATER",40894,0,52,0,3783,532,18,0,957,0,0,0,299,23507,17079,42067,206,2585,91085,1
14150,33,"California","BRAWLEY",43428.4,0,295,0,1479,5332,142,0,32,22,0,18,5840,22,36545,46002,408,75,96212,1
14151,9,"California","LIKELY",41826.9,0,2108,0,4569,346,7,0,1593,0,5538,0,18410,17499,17604,21120,123,3292,92209,1
14152,32,"California","CORDOVA",39987.4,0,410,0,6513,4096,8002,3664,511,5,0,8,0,43924,7441,11927,428,1632,88561,1
14153,32,"California","GOLD HILL",44385.7,0,393,0,4585,2105,661,128,24,6457,30169,126,15170,35922,54,86,0,29,95909,1
14154,9,"California","CROWLEY LAKE",42326,0,686,0,1087,255,46,0,340,17,8504,0,71746,7415,291,0,2287,514,93188,1
14155,32,"California","WESTLEY",42294.5,0,1263,0,5387,3025,3561,307,171,31,0,0,0,1489,12908,61766,1119,1717,92744,1
14156,15,"California","TUOLUMNE GR",50651.5,0,1557,0,1523,8,0,0,141,223,64383,120,23915,3426,0,0,0,73,95369,1
14157,32,"California","JACKSON",46715.5,0,1207,0,2201,1177,332,104,31,8321,20064,866,15049,49737,92,0,0,0,99181,1
14158,15,"California","SATTLEY",44254.6,0,3862,0,3255,443,0,0,17,181,20655,0,33737,32859,591,182,0,2520,98302,1
14159,32,"California","OROVILLE",41246.9,0,3842,0,8931,2764,1977,439,3004,50,0,5,19,9337,558,57793,1776,708,91203,1
14160,5,"California","LONGVALE",40784.7,0,1357,0,4508,88,0,0,226,4870,13841,13663,31350,13230,0,0,12,0,83145,1
14161,32,"California","TEHAMA",40660,0,63,0,3014,34,7,0,0,1459,26883,150,26134,15874,198,0,0,113,73929,1
14162,9,"California","HONEY LAKE",44788.5,0,56,0,2208,956,0,0,532,0,0,0,82525,770,6194,3367,2863,457,99928,1
14163,32,"California","REDDING",41032.8,0,447,0,10297,5265,4332,1589,366,5161,1176,853,11246,39872,7096,1861,931,0,90492,1
14164,5,"California","JUNCTION CTY",47874.7,0,890,0,5826,220,11,0,735,1818,57191,3777,21943,1412,0,0,31,15,93869,1
14165,9,"California","DAVIS CREEK",40370.8,0,484,0,2996,119,0,0,1154,0,25898,0,24402,22026,9807,1222,13,976,89097,1
